U(kt) FSum N PF(DU) F GSum N PG(DU) G G-F Widom 
24.0043 27 1058400 2.55102e-05 -22.5786 0 2508800 2.22507e-308 -696.394 -673.816 7.95062 
24.5044 26 1058400 2.45654e-05 -22.8664 0 2508800 2.22507e-308 -696.144 -673.278 7.95062 
25.0045 38 1058400 3.59033e-05 -22.7369 0 2508800 2.22507e-308 -695.894 -673.157 7.95062 
25.5046 25 1058400 2.36206e-05 -23.4057 0 2508800 2.22507e-308 -695.644 -672.238 7.95062 
26.0047 29 1058400 2.73998e-05 -23.5073 0 2508800 2.22507e-308 -695.394 -671.887 7.95062 
26.5048 25 1058400 2.36206e-05 -23.9058 0 2508800 2.22507e-308 -695.144 -671.238 7.95062 
27.0049 28 1058400 2.6455e-05 -24.0425 0 2508800 2.22507e-308 -694.894 -670.851 7.95062 
27.505 36 1058400 3.40136e-05 -24.0412 0 2508800 2.22507e-308 -694.644 -670.603 7.95062 
28.005 27 1058400 2.55102e-05 -24.579 0 2508800 2.22507e-308 -694.394 -669.815 7.95062 
28.5051 27 1058400 2.55102e-05 -24.829 0 2508800 2.22507e-308 -694.144 -669.315 7.95062 
29.0052 39 1058400 3.68481e-05 -24.7113 0 2508800 2.22507e-308 -693.894 -669.182 7.95062 
29.5053 34 1058400 3.2124e-05 -25.0986 0 2508800 2.22507e-308 -693.644 -668.545 7.95062 
30.0054 32 1058400 3.02343e-05 -25.4092 0 2508800 2.22507e-308 -693.394 -667.984 7.95062 
30.5055 45 1058400 4.2517e-05 -25.3184 0 2508800 2.22507e-308 -693.144 -667.825 7.95062 
31.0056 30 1058400 2.83447e-05 -25.9739 0 2508800 2.22507e-308 -692.894 -666.92 7.95062 
31.5057 29 1058400 2.73998e-05 -26.2578 0 2508800 2.22507e-308 -692.644 -666.386 7.95062 
32.0058 37 1058400 3.49584e-05 -26.2642 0 2508800 2.22507e-308 -692.394 -666.129 7.95062 
32.5059 34 1058400 3.2124e-05 -26.5988 0 2508800 2.22507e-308 -692.143 -665.545 7.95062 
33.0059 36 1058400 3.40136e-05 -26.7917 0 2508800 2.22507e-308 -691.893 -665.102 7.95062 
33.506 43 1058400 4.06274e-05 -26.8641 0 2508800 2.22507e-308 -691.643 -664.779 7.95062 
34.0061 37 1058400 3.49584e-05 -27.2644 0 2508800 2.22507e-308 -691.393 -664.129 7.95062 
34.5062 39 1058400 3.68481e-05 -27.4618 0 2508800 2.22507e-308 -691.143 -663.681 7.95062 
35.0063 27 1058400 2.55102e-05 -28.0796 0 2508800 2.22507e-308 -690.893 -662.814 7.95062 
35.5064 39 1058400 3.68481e-05 -27.9619 0 2508800 2.22507e-308 -690.643 -662.681 7.95062 
36.0065 44 1058400 4.15722e-05 -28.0913 0 2508800 2.22507e-308 -690.393 -662.302 7.95062 
36.5066 42 1058400 3.96825e-05 -28.3879 0 2508800 2.22507e-308 -690.143 -661.755 7.95062 
37.0067 44 1058400 4.15722e-05 -28.5914 0 2508800 2.22507e-308 -689.893 -661.302 7.95062 
37.5068 33 1058400 3.11791e-05 -29.1291 0 2508800 2.22507e-308 -689.643 -660.514 7.95062 
38.0068 39 1058400 3.68481e-05 -29.2121 0 2508800 2.22507e-308 -689.393 -660.181 7.95062 
38.5069 37 1058400 3.49584e-05 -29.5148 0 2508800 2.22507e-308 -689.143 -659.628 7.95062 
39.007 37 1058400 3.49584e-05 -29.7649 0 2508800 2.22507e-308 -688.893 -659.128 7.95062 
39.5071 38 1058400 3.59033e-05 -29.9882 0 2508800 2.22507e-308 -688.643 -658.655 7.95062 
40.0072 45 1058400 4.2517e-05 -30.0692 0 2508800 2.22507e-308 -688.393 -658.324 7.95062 
